ext_id,current_name,former_name,type,document,district,guide_area,year_1956,year_1946,year_1940,year_1936,uuid
480,Dr. Gheorghe Marinescu,Marinescu Gheorghe Dr.,str.,,Fabric,"F3, F4",Marinescu Gh. Dr.,Cozma Aurel Dr.,Cozma Aurel Dr.,Cozma Aurel Dr.,b64ee99f-5f0e-4102-8784-dc98420b0111
1020,Dr. Grigore T. Popa,Câmpina,str.,HCJ 23/1993,Aradului Est,"CII, DII, DI",Câmpina,Câmpina,,Câmpina,0f40fc3e-700c-44a1-83f3-18b54ee3efc3
1021,Dr. Ioan Bontilă,Buşteni,str.,HCJ 23/1993,Tigrului,"G3, G4",Balaş,Balaş,,Balaş,181fa5f2-a030-4228-9142-034feff6e3e1
1061,Dr. Ioan Mureşan,Stâncă Ştefan Dr.,str.,HCJ 23/1993,Piaţa Crucii-C.Martilor,"D8, E7,E8",Ştefan Stâncă,Martini Cavaler,Martini Cavaler,Martini Cavaler,bcc6b311-5e19-429c-8e16-23b1861488f2
1022,Dr. Iosif Bulbuca,L.Rebreanu De La C.Martirilor 1989 La C.Buziaşului,bv.,HCJ 23/1993,Spital Soarelui Buziaş,"E7, F7, G7",,,,,3d4f2749-648b-4b2c-8e49-400f70764cde
303,Dr. Iosif Nemoianu,Februarie Şaisprezece 1933,str.,HCJ 23/1993,Cetate,C4,16 Februarie,Divizia 9 Cavalerie,Divizia 9 Cavalerie,Milano,eceaa3cc-1c0f-47a1-beea-4b8817c711c1
2290,Dr. Liviu Cigăreanu,Str. Nouă,str.,HCL 143/2012,Ioan Slavici-Bacalbaşa,,,,,,138fd9dc-cedf-4271-9a0b-77fa4079bebb
33,Dr. Liviu Gabor,Aprilie 7 1929,str.,HCJ 23/1993,Cetate,"C4, D4",Şapte Aprilie 1929,Galaţi,,Galaţi,d26f2503-6a29-476d-8a6a-6173816eb8b9
2086,Dr. Louis Ţurcanu,Str. Nouă,str.,HCJ 5/2000,Urseni-Mureş,G10,,,,,4a48f840-9297-4328-81e1-8999e5ec7c04
2022,Dr. Lucian Georgevici,Str. Nouă,str.,HCJ 5/2000,Viilor,E1,,,,,9577cbf8-9934-4002-84a6-6a27e4e4d0cc
484,Dr. Nicolae Paulescu,Măceşilor,str.,HCJ 23/1993,Cetate,D4,Endre Ady,,D.C.Attlee,Vertes Dr.,d6e9ae85-5c96-4bcd-9462-eb73618a4386
1026,Dr. Pavel Vasici Ungureanu,Prislop,str.,HCJ 23/1993,Odobescu-Kiriac,"B7, C7",Vasici,Vasici,Vasici,Vasici,78d3b94d-4f5e-40b7-800e-130fbe38fd0e
2094,Dr. Pius Brânzeu,Str. Nouă,str.,HCL 68/2003,Mureş Muzicescu,,,,,,f53ae89a-2e08-4cd2-8dae-23ad99a91423
413,Dr. Robert Koch,Koch Robert Dr.,str.,,Viilor,"E1, E2",Koch Robert Dr.,Koch Robert Dr.,,Koch Robert Dr.,f1532fad-5f06-413b-9ac8-89f55e7de487
275,Dragoş Vodă,Dragoş Vodă,str.,,Mehala Ii,"A2, B2",Dragoş Vodă,Dragoş Vodă,,Dragoş Vodă,ada9d247-fc32-4e53-97c2-494e140f1bb1
276,Drăgăşani,Drăgăşani,str.,,Kogălniceanu,F2,Drăgăşani,Drăgăşani,,Drăgăşani,3c194473-4f8c-45f8-befc-d467d99c7e5e
277,Dreptatea,Dreptatea,str.,,Dâmboviţa,"A7, A8",Dreptatea,Dreptatea,,Dreptatea,aa9b184c-5945-4ce3-87c7-702085bc9fd6
278,Dropiei,Dropiei,str.,,Circumvalaţiunii Ii-Iv,"B2,C2,C3",,,,,92e1db7e-5a22-4eaa-8925-9951e824f4ef
279,Drubeta,Drubeta,str.,,"Rusu Şireanu, P-Ţa Crucii","D7, D8, D9",Ciordaş Martir,Ciordaş Martir,,Ciordaş Martir,69bdcc7f-6328-4ee5-855e-093d3fc1130f
2204,Duiliu Zamfirescu,Perp. Pe Str. A Golopenţia,str.,HCL53/2006,Ureni-Legumiculturii,,,,,,755ccca4-299b-4e1b-8862-549a9e19129e
280,Dumbrava Roşie,Dumbrava Roşie,str.,,Lunei,"G5, G8",Cons. David,Cercel Vodă,,Cercel Vodă,e8520a07-944c-4af9-a7f7-36b917092e46
68,Dumitru Bagdasar,Bagdasar Dumitru,str.,,Slavici,"Y10, X10",,,,,97763779-fd3a-493b-9bc4-0dc8f4c35162
412,Dumitru Kiriac,Kiriac Dumitru,str.,,Kiriac,"B8, C8",Chiriac Dumitru,Chiriac Dumitru,,Chiriac Dumitru,ab8749ee-977d-4a65-bf1b-1911eb2d1db6
845,Dumitru Ţichindeal,Ţichindeal D.,str.,,Blaşcovici,B4,Ţichindeal Dumitru,Ţichindeal Dumitru,Ţichindeal Dumitru,Ţichindeal Dumitru,31ad1964-9286-4d22-91a1-78ec89817472
281,Dunărea,Dunărea,str.,,"Balta Verde, Blaşcovici","Z5, A5, A4,B",Dunărea,Dunărea,,Dunărea,f1bd67c4-d9ae-4499-8fbe-08384446cdf5
807,Ecaterina Teodoroiu,Teodoroiu Ecaterina,str.,,Fabric-Timocului,F3,Teodoroiu Ecaterina,,,,f15b0c36-6915-4ba7-a9e1-8b61b096b383
283,Ecoului,Ecoului,str.,,Lipovei,E I,,,,,3cdf6307-dccd-471e-8391-c972a4b64164
2093,Edgar Quinet,Str. Nouă,str.,HCL 68/2003,Mureş-Muzicescu,,,,,,a90e3cb2-d45e-489a-a851-8d1a75fb8379
2088,Eduard Beneş,Str. Nouă,str.,HCJ 5/2000,Lidia,F9,,,,,83acce78-e590-4ca0-be4f-af60cbff025e
2153,Eduard Pamfil,În Continuarea Str Uranus,str.,HCL 169/2004,Lidia-Mureş,,,,,,8ecf92c2-138c-4dcc-9dee-908eba2dee8c
2135,Efta Botoca,Str. Nouă,str.,HCJ 5/2000,Câmpului Kuncz,H4,,,,,730eefae-a547-4ae0-810f-b7d8f090a0e9
2035,Eftimie Murgu,August Douăzecişitrei,piaţă,DEC. 260/1990,Medicinei,,Murgu Eftimie,Murgu Eftimie,Murgu Eftimie,Murgu Eftimie,d878164b-4447-4371-9b3a-6c81d5007a39
287,Electronicii,Electronicii,str.,,Venus,G8,,,,,3e649a77-5aab-4faf-9191-947f189546c8
348,Emanoil Gojdu,Gojdu Emanoil,str.,,Iosefin,"C5, C6",Gojdu E,Gojdu E,,Gojdu E,64037bd1-8b8c-4594-928d-1d30766dae7c
851,Emanoil Ungureanu,Ungureanu Emanoil,str.,,Cetate,"D3, D4",Ungureanu Emanoil,Ungureanu Emanoil,Ungureanu Emanoil,Ungureanu Emanoil,57d4c0e1-2aae-4f58-8f94-b33be2c56717
2154,Emil Cioran,Str Nouă,str.,HCL 57/2004,Mureş-Muzicescu,,,,,,90d7e86d-9c78-4a96-915d-a7a5a8602535
341,Emil Gârleanu,Gârleanu Emil,str.,,Plopi,"I5, J5",Gârleanu Emil,,,,cc9cad02-524b-4206-b71f-2dec57397bf0
679,Emil Racoviţă,Racoviţă Emil,str.,,Venus-Ciarda Roşie,"G9, H9",,,,,d71cf7b9-7119-4df9-a097-5f3dd78d33ae
922,Emile Zola,Zola Emile,str.,,"Steaua, Fratelia,Miloia","B10,B11,C9",Zola Emile,,,,6263fbcb-c657-4915-a3d6-b0077733ceb3
2025,Emilia Lungu Puhallo,Str. Nouă,str.,HCJ 5/2000,Baba Dochia,"I5, I6",,,,,360adab2-223e-4cf5-9fe9-b297733d24a5
2025,Emilia Lungu Puhallo,Str Nouă Între Şt.O.Iosif Şi Tigru.,str.,HCJ 25/2000,Lunei,G4,,,,,fb833c87-c951-4958-ad48-620827f469eb
2103,Emmanuel De Martonne,Str Nouă,str.,HCJ 5/2000,Lidia,E9,,,,,9335c5c3-9a47-4d92-8718-5c861a1c0955
293,Eneas,Eneas,str.,,Kiriac,"B8, C8",Eneas,Eneas,,Eneas,386257cc-7030-46c6-9e3f-aac9648a0df3
294,Energiei,Energiei,str.,,Kuncz,"G5, H5",Energiei,,,,7fe4816d-c0f7-4244-8847-0fb5320d1e56
58,Enric Baader,Baader Enric,str.,,T. Ionescu- Kogălniceanu,"E2, F2, F3",Baader Enric,Baader Enric,,Baader Enric,5fb99607-f833-4413-ad10-fc3cc0a03bd2
148,Enrico Carusso,Carusso Enrico,str.,,Cetate,D4,Carusso Enrico,Carusso Enrico,,Carusso Enrico,335b3940-e141-4843-8c50-991337f8c05d
1027,Episcop Alexandru Bonnaz,Deva,str.,HCJ 23/1993,Fabric,F4,Deva,,,,b9eb6de4-04b6-4c2d-a0eb-8e1a61505cf5
969,Episcop Augustin Pacha,Rodnei,str.,HCJ 23/1993,Cetate,D4,Voltaire,Trumann,Trumann,,ca2d731c-e219-4f28-be0f-7346579afd2b
1028,Episcop Ioseph Lonovici,De La Str .3 Aug.1919 Până La Str. J. Nischbach,str.,HCJ 23/1993,Fabric,F4,,,,,1f52f131-caf9-469d-aa2d-0b73f3eef2b2
1029,Episcop Joseph Nischbach,Coloniei,str.,HCJ 23/1993,Fabric,F4,Kunz Splai,Kunz Splai,,Kunz Splai,5e8f47f0-9b45-4378-adb4-c8a27056ad33
2281,Erno Kallai,Str. Nouă,str.,HCL 477/2009,Torontal După Aeroportul Utilitar,,,,,,ce8d0216-e7fb-4445-b9ac-2b4720dfe7c9
619,Eroii De La Păuliş,Păuliş,str.,HCJ 23/1993,Mehala Ii,"A3, B3",Ion Gorun,Ion Gorun,,Ion Gorun,46a2c565-c62b-412e-9511-f57ab6032bca
1032,Eroilor De La Tisa,Eroilor,bv.,HCJ 23/1993,Campus Univ. Stadion,"E5, E6, F5",Eroilor de la Tisa,Eroilor de la Tisa,,Eroilor de la Tisa,c9d630a4-7d41-4404-b80b-538a6261e645
298,Eternităţii,Eternităţii,str.,,Steaua,"A10,B10,B11",,,,,f1c78d37-c8a4-4075-8cec-70c068bf9aeb
2112,Eugen Coşeriu,Str Nouă,str.,HCL 57/2004,"C. Aradului, Sere",,,,,,514c4d2d-f2a8-4222-8f06-15359563ce76
1033,Eugen Cuteanu,"Văliug(Nr.9-15, Nr.6-26)",str.,HCJ 23/1993,Andreescu,"Y9, Z9",Kossuth Lajos,,,,32f19f20-d5c9-4315-ad4e-364049bbc5e0
2075,Eugen Pop,Str. Nouă,str.,HCJ 5/2000,Dorobanţilor,"G2, G3",,,,,5244b3dc-dd3a-47a8-85c8-b34c12503ae8
2207,Eugen T. Marinescu,Intr. Nouă,intr.,HCL 53/2006,Aeroport,,,,,,66ee5d9c-5ec5-4946-add3-97fe570f8a53
2142,Eugen Todoran,Între C.Bogdăneştilor Şi C.Irineu,str.,HCL 169/2004,Bogdăneştilor,,,,,,2f9d4478-05f8-4efc-b134-910453df1886
940,Eugeniu De Savoya,Ceahlău,str.,DEC.C.J.505/90,Cetate,D4,Dimitrov,Eugeniu de Savoya,,Eugeniu de Savoya,64bec1eb-a7a3-45f7-8cfc-8b77dd87de9e
299,Euripide,Euripide,str.,,Cirda Roşie,"H9, H10",Euripide,,,,250b1a58-35ab-4d55-8039-945e74e65a5b
1035,Evlia Celebi,Păltiniş,str.,HCJ 23/1993,Piaţa Crucii,D6,Oleg Cosevo,Popescu Martirul,,Popescu Martirul,7fe0c714-5021-49b5-b17a-6cc8fb766a67
1036,F. C. Ripensia,Sportivilor,alee,HCJ 23/1993,Stadion,"E5, E6",Seleus,,,,e36ae7ea-19b8-42fb-9b22-82efc927b597
2302,Faenza,Str.Nouă,str.,HCL 304/2012,"Bucovina, Mehala",,,,,,ada10dd1-587d-43ba-8085-29085483b1c9
302,Făgăraş,Făgăraş,str.,,Blaşcovici,C4,Făgăraş,Făgăraş,,Făgăraş,d40f145c-4deb-4154-8de4-4bac812376c9
2071,Fedra,Str. Nouă,str.,HCL 151/2001,Lidia-Muzicescu-Mureş,F10,,,,,b06fa3a0-f646-44dd-9f26-f1522e7ad3aa
304,Feldioara,Feldioara,str.,,Piaţa Crucii,D7,Feldioara,Feldioara,,Feldioara,ad148730-f64b-4031-a070-4fe592e66f78
305,Feleacul,Feleacul,str.,,Stadion,E6,,,,,45261376-842e-4260-9b88-4a4e901ce0f8
306,Felix,Felix,str.,,Aradului Vest,C I,,,,,19ab27ef-a3e8-44ef-a604-8dd41bdbf58e
307,Fermităţii,Fermităţii,str.,,Lunei,G5,,,,,91619ab0-27d7-45d6-ac4d-a52afbf1bee7
941,Filaret Barbu,Pescarilor,str.,DEC.369/1991,Elisabetin,"D5, D6",Puskin,Moşoiu Gen.,,Moşoiu Gen.,a36c112a-76aa-4d48-8e76-d0639a98ee3d
309,Filateliei,Filateliei,str.,,Dâmboviţa,B9,,,,,5bcc9859-93a3-48a8-86d8-5c67fb15ab77
309,Filateliei,Se Prelungeşte Str. Filateliei,str.,HCL 355/2008,Freidorf,,,,,,bca97c7d-7523-48f1-8f89-ce0f77b4f948
312,Flacăra,Flacăra,str.,,Ghiroda,"I3, I4",Flacăra,,,,4d7032da-bd88-47eb-8f9d-2fde0f0a43d2
313,Florilor,Florilor,str.,,Steaua,"A10, B10",Florilor,,,,b8b95a59-9f5e-4e6a-b53b-360de88fa9e7
502,Florimund Mercy,Engels,str.,DEC. 260/1990,Cetate,"D3, D4",Engels,Engels,Mercy,Engels,1907269e-31dc-4987-ae79-2adbb2852c4b
2217,Florin Medeleţ,Str.Nouă,str.,HCL 182/2007,Mureş-Muzicescu,,,,,,cf4ba6aa-ffb0-4790-b415-b6148d2ad1a8
314,Foişor,Foişor,str.,,Viilor,F1,Rusia,Rusia,,Rusia,1749d758-0825-4cf0-94f6-0746b2434c11
315,Fortăreţei,Fortăreţei,intr.,,Kogălniceanu,F2,,,,,a6b667b9-8b87-4dda-a77c-f57a6ff1e504
2016,Forul Eugeniu Carada,Bumbeşti,piaţă,HCJ 23/1993,Cetate-Loga,"D4, E4",,,,,603e8de1-0dec-4eed-b8a6-032206d691dd
316,Fragilor,Fragilor,str.,,Freidorf,Z9,,,,,c2466dd0-d139-4455-9400-8279978d758c
358,Francesco Griselini,Griselini Francesco,str.,,Cetate,D4,Griselini Francesco,Griselini Francesco,,Griselini Francesco,de8de4db-688a-4924-856b-21e9da72572c
2059,Frantz Schmits,Str Nouă,str.,HCL 57/2002,"C. Aradului, Torontal",E1,,,,,c891b783-f4d7-47c4-9bac-b0cd49b6afdf
753,Franyo Zoltan,Smetana Frederic,str.,HCJ 23/1993,Blaşcovici,"B4, C4",Iustinteanu,Iustinianu,,Iustinianu,f2cd75a1-4dfb-406e-a4cd-e887b2c555ce
2050,Franz Liebhard,Str Nouă,alee,HCJ 5/2000,Viilor-I.I. De La Brad,E1,,,,,12c399aa-14fb-4c77-a455-7312480004dc
586,Franz Liszt,Oneşti,str.,HCJ 23/1993,Piaţa 700,D3,Brutus,Brutus,Oneşti,Brutus,05d4af21-9caa-422f-be45-94fe80bf2bde
318,Fratelia,Fratelia,str.,,Fratelia,"B9, B10",Fratelia,,,,19ee8d62-bc96-45c1-89ee-217af7acd3ac
319,Fraternităţii,Fraternităţii,str.,,Dâmboviţa,B9,,,,,0b05e6ac-8845-4330-ad91-b4ec18677a67
374,Fraţii Buzeşti,Herăstrău,str.,HCJ 23/1993,Blaşcovici,B4,Buteanu Nicolae,Fraţii Buzeşti,,Fr.Buzeşti(V.Gurelean),5a5dbdaf-e4c5-4925-afd3-37cda77a37ac
177,Frederic Chopin,Chopin Frederic,str.,,Tgrului,G3,Prota A. Munteanu,Prota A. Munteanu,,Mirceac Mare,5ea592df-6d8b-41b2-aa01-488cd5a6944c
531,Frederic Mistral,Mistral Frederic,str.,,Crişan,"G3, H3",Mistral Frederic,Mistral Frederic,Mistral Frederic,Mistral Frederic,22e23c90-a49e-4492-a91d-05d38f75d940
320,Frigului,Frigului,str.,,Viilor-I.I.Brad,F1,Siberia,Siberia,,Siberia,3728cd22-6c1b-4dbd-92c8-45e17320c337
321,Fructelor,Fructelor,str.,,Dâmboviţa,B9,Fructelor,,,,ef25fd96-e5fe-4451-b7ee-538950c7e225
322,Frunzei,Frunzei,str.,,Dâmboviţa,"B8, B9",Frunzei,,,,a77ff476-a046-41e9-a24d-9d22fdf81ba5
324,Fuiorului,Fuiorului,str.,,Ghiroda,I2,,,,,8cf86e63-be5e-4289-adc5-01d0ab86fdc9
325,Furnicii,Furnicii,str.,,Ghiroda,"I3, I4",,,,,0c6e8d7d-f5df-431b-a97b-a9a11aacee51
205,Gabriel Ioseph,Comuna Din Paris,str.,HCJ 23/1993,Andreescu,Z7,Comuna din Paris,,,,a7a1db8a-249f-4561-97cc-8c6da0866ab2
328,Galileo Galilei,Galilei Galileo,str.,,Fratelia,C10,,,,,44d454f7-b50a-48ea-b40f-18b51cdac39e
2098,Garabet Ibrăileanu,Str. Nouă,str.,HCL 68/2003,Plopi,,,,,,e62f71c8-0ada-4534-9e28-9591c9282b0f
330,Garofiţei,Garofiţei,str.,,Crişan,"H2, H3",Frata Constantin,Frata Constantin,,Frata Constantin,e702862b-8b0b-45c5-93e9-446cb518f1b0
550,Gavril Musicescu,Musicescu Gavril,str.,,Şag-Miloia-Martirilor,"B9,C9,D9,E9",Musicescu Gavril,Musicescu Gavril,Musicescu Gavril,Musicescu Gavril,69c90289-2f33-4964-9948-523a472b3fed
2187,Gărâna,Str. Nouă,str.,HCL53/2006,Plopi,,,,,,070955ed-eb18-41f0-935e-0910f4c2c060
331,Gării,Gării,str.,,"Gară, Solventul","Z5, A5, B5",Gării,Gării,,Gării,08fb7c27-55a7-49b0-af3a-fc21a879f6b3
332,Gelu,Gelu,str.,,Gară,"A5,A6",Gelu,Gelu,,Gelu,06069d34-322a-40f7-b985-ffb5b8c82d41
357,General Eremia Grigorescu,Grigorescu Eremia Gen.,str.,,Cetate,D3,Grigorescu Eremia,Grigorescu Eremia,,Grigorescu Eremia,ad090e6f-44dc-4d2e-98f3-2819c5fc56da
2102,General George Pomuţ,Str. Nouă,str.,HCJ 5/2000,Lidia,E9,,,,,ac77c27e-a1c7-4640-a787-396b587f334e
1040,General Gheorghe Domăşnean,Calea Buziaşului În Giratoriu,piaţă,HCJ 23/1993,Soarelui-Venus-Buziaşului,G8,,,,,70400238-78f1-4538-b8a5-1df3dc6a9601
1041,General Henri Berthelot,Caraiman,str.,HCJ 23/1993,Elisabetin,C5,,Dr.Iosif Gal,,Dr.Iosif Gal,6c8bc96c-1edb-40c5-aef3-6cbb1d72b10e
274,General Ion Dragalina,Decembrie Treisprezece,bv.,DECIZIA 260/90,"Gară, Iosefin","C5,C6,B5,B6",,,Ion Bratianu,,fc425434-6f4f-4cf7-940e-1469ce16a8e1
471,General Magheru,Magheru Gen.,str.,,Plopi,"I 4, I 5",Mageru General,,,,e56da053-7180-4c24-890a-9299a330e336
666,General Praporgescu,Praporgescu Gen.,str.,,Cetate,D4,Praporgescu Gen.,,,,f85af140-6377-4a66-a7c6-739998c1deb4
841,General Traian Doda,Ţarcului,str.,HCJ 23/1993,Cetate,D4,,,Doda General,,a29a9db3-1dd3-4895-9b0f-f7eea31f6c18
1043,General Virgil Economu,Denumire Nouă,piaţă,HCJ 23/1993,Dorobanţilor-Modern,G2,,,,,e5c9b1d0-01d5-41e2-8d91-ff07d368a20f
333,Geneva,Geneva,str.,,Kogălniceanu,"F1, F2",Geneva,Geneva,,Geneva,d92c32cc-24c1-4876-a19a-c755524af76c
334,Genezei,Genezei,intr.,,C.Şagului,B9,,,,,c8180546-078c-48ae-94ae-f64373173a51
2090,Georg Haendel,Intr. Nouă,intr.,HCL 68/2003,Mureş-Muzicescu,,,,,,3b2fd0c0-a6d9-4968-89e6-07c4c32f6b48
2275,George Ardelean,Str. Nouă,str.,HCL 477/2009,Torontal,,,,,,b3675250-7b4a-4a02-9627-2a99fab5a91a
66,George Bacovia,Bacovia George,str.,,Dorobanţilor,"G2, G3",Bacovia George,Rotariu Pavel,,Pavel Rotariu,f9ea0404-271c-4f48-b221-042c1695b13f
2082,George Clemenceau,Denumire Nouă (Braytim),piaţă,HCJ 5/2000,Lidia,E9,,,,,20bd0ca2-8616-4d86-9223-0671a7d9a378
217,George Coşbuc,Coşbuc George,str.,,Cetate,D3,George Coşbuc,George Coşbuc,,George Coşbuc,fc38c7fd-b5ca-4f72-bbbc-3357f3541311
944,George Enescu,Dobrogeanu Gherea C-Tin,str.,HCJ 8/1997,Loga,D5,,,,,54587b94-4820-4a50-af30-8f4878958fad
1044,George Georgescu,Varga Ecaterina,str.,HCJ 23/1993,Andreescu,"Z8, Z9",Varga Ecaterina,,,,01d1f921-1d37-4a15-bdba-9080d02d285b
775,George Stephenson,Sphenson George,str.,,Ronaţ,Z3,Stephenson George,Stephenson George,Stephenson George,Stephenson George,a0fe358e-4691-4ac9-9d9c-5360be49a2c8
823,George Topârceanu,Topârceanu George,str.,,Plopi,"J4, J5",Topârceanu,,,,469b21ec-d895-4a90-a905-6373d7945a2f
2091,Georges Bizet,Intr. Nouă,intr.,HCL 68/2003,Mureş Muzicescu,,,,,,ca4c5541-325c-4816-8bbe-508b18730d77
769,Gheorghe Adam,Spitalul Nou,str.,HCJ 23/1993,Umt Telegr. Modern,"G1, G2",Spitalul nou,Spitalul nou,Spitalul nou,Spitalul nou,90fd4f75-eacb-4516-9eb6-7f334784ff8c
673,Gheorghe Andraşiu,Privighetorilor,str.,HCJ 23/1993,Centru,"D4, D5",Scipio,Scipio,,Scipio,66075716-c90b-43d1-8849-ccc18a7c40bc
45,Gheorghe Asachi,Asachi Gheorghe,str.,,Lunei,"G4, F4, F5",,,,,1e2e4199-453f-4813-bf6c-fc73ca4a0212
81,Gheorghe Bariţiu,Bariţiu Gheorghe,str.,,Gară,"A5, A6",Bariţiu Gheorghe,Bariţiu Gh.,,Bariţiu Gh.,fd69b658-e795-4851-b099-215d248e3e7e
2155,Gheorghe Cotoşman,Între Hebe Şi Letea,str.,HCL 169/2004,Fratelia,,,,,,ae81aedf-57a8-481c-bd98-5661005d246e
230,Gheorghe Cucu,Cucu Gheorghe,str.,,Circumv. I,"C3, C4",Obagianu Andrei(Sarm),,,,a87638fa-ab28-42ba-8c09-8321805c0813
260,Gheorghe Dima,Dima Gheorghe,str.,,Cetate-Piaţa 700,D3,Dima Gh.,,,,c0bcd49e-5adf-4e54-89cf-0e84ce24d165
270,Gheorghe Doja,Doja Gheorghe,str.,,Elisabetin,"C5, C6, D6",Gh.Doja,General Domoşneanu,,Gen Domoşneanu,e547ec01-32fb-4488-b83c-af7a3ffa193c
2186,Gheorghe Ivănescu,Str. Nouă,str.,HCL53/2006,Aradului Est,,,,,,6a632e0c-7eae-4e8f-b519-b8c0d8d08571
422,Gheorghe Lazăr,Lazăr Gheorghe,str.,,"Circ.I, Circumv.Ii-Iv,P 700","B3,C3,D3",Lazăr Gh,Lazăr Gh,,Lazăr Gh,a95edffb-601e-476b-8b72-9a905ca6fc3c
2258,Gheorghe Leahu,Str. Nouă,str.,HCL 354/2008,Lipovei,,,,,,88076230-2da1-46af-a040-7bba5325cd46
751,Gheorghe Ostrogovich,Sitarului,str.,HCJ 23/1993,Aradului Est,"D1, D I",,,,,94f385fe-8f4c-4893-aad6-0b191e9eecf9
2305,Gheorghe Polizu,Polizu Gheorghe,str.,dezavectată,Piaţa 700,"C3, D3",Polizu Gh,Polit Mihail,Polizu Mihail,Polit Mihail,e79b64f3-05d4-42f5-9024-0e1df84bcfd7
655,Gheorghe Pop De Băseşti,Pop De Băseşti Gheorghe,str.,,Gară,"B5, B6",Pop de Băseşti Gh.,Pop de Băseşti Gh.,Pop de Băseşti Gh.,Pop de Băseşti Gh.,6946d71a-9ab8-4ec7-bece-2e0bb0eb924b
2192,Gheorghe Popovici,Str. Nouă,str.,HCL 498/2006,Plopi Sud,,,,,,acc1cfb5-07c5-4343-bc06-1f93e8a27596
684,Gheorghe Ranetti,Ranetti Gheorghe,str.,,C.Şagului,"C8, C9",Ranetti Gheorghe,Ranetti Gheorghe,Ranetti Gheorghe,Ranetti Gheorghe,d1ed1d4c-25df-47e0-ba4a-189af335d3f4
2029,Gheorghe Sârbu,Str. Nouă,intr.,HCL 151/2001,Freidorf (Slavici ),"A9, A10",,,,,37196c2c-5d23-4993-bedb-336e558e2208
791,Gheorghe Şincai,Şincai Gheorghe,str.,,Iosefin,A7,Şincai Gheorghe,Şincai Gheorghe,Şincai Gheorghe,Şincai Gheorghe,6c287c3c-b455-4d96-9918-401bbd91ade7
846,Gheorghe Ţiţeica,Ţiţeica Gheorghe,str.,,Ghiroda,"I3, I4",Ţiţeica Gheorghe,,,,8b92ef72-2b9f-4011-959b-fd448547fdf6
337,Ghioceilor,Ghioceilor,str.,,Blaşcovici,B4,Ghioceilor,Crăciunescu,,Crăciunescu,142b2473-a79b-4da2-9d2f-eebdb65034c6
338,Ghirlandei,Ghirlandei,str.,,Piaţa Crucii,"D6, D7",Ghirlandei,Mihai Gaşpar,,Mihai Gaşpar,b2bcef8a-dcb9-48a8-9b91-1f0dc2acd1cd
339,Ghirodei,Ghirodei,cale,,"Modern, Umt, Ghiroda","G2,H2, I 2",Ghirodei,Ghirodei,,Ghirodei,3b7344c1-fde8-48a8-9103-9c38ead195cc
875,Giuseppe Verdi,Verdi Giuseppe,str.,,Dâmboviţa,B8,,,Verdi,,041608bc-8996-47eb-9ead-6a753c1284eb
342,Glad,Glad,str.,,"Kiriac, R.Şireanu","B8,C7,C8,D",Glad,Glad,,Glad,1a14a802-19ff-417f-86d1-49d1dd513a91
343,Gladiolelor,Gladiolelor,str.,,Stadion,E6,J.Bela,Catona,,Catona,575c348a-90c9-45b0-b3cf-8c85ce0f19fb
345,Gloriei,Gloriei,str.,,Campus Universitar,"F4, F5",Gloriei,Gloriei,,Gloriei,49090b87-caf8-42aa-9cf3-c765d1b9f547
351,Gorniştilor,Gorniştilor,alee,,Dâmboviţa,B8,,,,,32dc5e37-3f28-4dba-901d-34c88254519d
352,Gorunului,Gorunului,alee,,Dâmboviţa,B7,,,,,958522b9-721a-4630-b72e-f458fb704d75
353,Gospodarilor,Gospodarilor,str.,,Lidia,E10,,,,,a2c12205-b398-4b4d-9950-a684bb73d9f0
356,Grădinarilor,Grădinarilor,str.,,Plopi,"I4, I5",,,,,014259d8-aca0-4228-9602-eb89eb2ad23e
355,Grădinii,Grădinii,str.,,Dâmboviţa,B9,,,,,2668c2ab-04e3-4998-9803-cccca1b50dc6
12,Grigore Alexandrescu,Alexandrescu Grigore,str.,,"Mehala, Ronaţ","A1, A4",,,,,efcf3fda-6e92-4d8f-bdfa-2cba48b98dc5
12,Grigore Alexandrescu,Prelungire Între C.Torontalului Şi Str.Pelbartus(De Timişoara),str.,HCL 498/2006,Torontal-Grigore Alexandrescu,,,,,,76aa51bb-da80-4636-af04-b064b8e8518b
27,Grigore Antipa,Antipa Grigore,str.,,Ciarda Roşie,"I 9, I 10",Antipa Grigore,,,,bee7b0c8-298f-4e54-9dfd-b70745da8437
2064,Grigore Popiţi,Str. Nouă,str.,HCL 150/2001,Fosta Piaţa Istria,I6,,,,,c13114dc-de6b-4443-89a7-72c8c12ffd3e
854,Grigore Ureche,Ureche Grigore,str.,,Ronaţ,"Y4, Z4",Ureche Grigore,Ureche Grigore,Ureche Grigore,Ureche Grigore,37b8a931-3aa0-48a7-b89c-14604b0a4d85
359,Griviţa,Griviţa,splai,,Dorobanţilor,G3,Griviţa,Griviţa,,Griviţa,f4c70f23-fcef-4dc3-8d11-b1d57ed3d9f3
366,Haga,Haga,str.,,Aradului Est,DI,Haga,Haga,,Haga,7738d67d-5d07-47f5-9265-5711e451b6e8
370,Hărniciei,Hărniciei,str.,,C.Şagului,B9,,,,,d8a4d2ef-cb79-4b5b-b68a-60dd1b1139b5
371,Hebe,Hebe,str.,,"Kiriac,C.Şag., Miloia","C7,C9",Hebe,Hebe,,Hebe,9476d142-4d10-4e2b-9730-16de7a1789a9
